1809260002,7L1RLL 68b1e3af5f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC c11b6d3748,DL4DTL 309ea008df,EA8BVP1 02e91e207f,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 174619389b,G0MQW2 c4b16efc5d,G0MQW3 6a1edc2691,G3VYZ1 8928a0c209,G3VYZ2 025fb0e790,G3VYZ3 c1f36a8886,G3YXM-600m 42b2ca0f50,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 73dbcf06a9,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 0ebeba9e58,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 806ac586ec,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 e5976eb70c,SA6BSS2 a626e1c1b8,SA6BSS3 0f8fb05d61,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC a19ca38e5c,VK3EDW f4b3d214f6,VK2DDI 895372d28b,VE7IGH ae3bd544e5,WD4AH 29b1a9b2cd,WD4ELG-20 501f613abd,WD4ELG-30 79e21d4058,WD4ELG-40 f7e5493043,WD4ELG-80 521a54b2ee,WD4ELG-160 182e50dbd6,W4HBK1 307da7ba03,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m 464cc7692a,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 8787721cb5,WA5DJJ-160m e4030d933b,WA5DJJ-630m 008a6a7382,ZL2IK1 83e6ba051a,ZL2IK2 5522b9cdc3
1809260012,7L1RLL c696c5400f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP d41d8cd98f,DK7FC 8f4de5c6ec,DL4DTL 61cd2c18d7,EA8BVP1 0aeadff15e,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 3dd524903b,G0MQW2 b85a180a7f,G0MQW3 6a1edc2691,G3VYZ1 d278f5ec5e,G3VYZ2 77d631c491,G3VYZ3 7347832b6e,G3YXM-600m 01114694e2,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 3d5c8b147d,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 40eefe38bc,LA5GOA af1a734474,N2NXZ 898a344b66,OK1FCX 78f2615eb1,ON4CDJ ca4e732d84,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS eb6912e00f,SA6BSS1 30480a8c7c,SA6BSS2 95ba32d24b,SA6BSS3 267c71b78b,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 689b4804bd,VK3EDW 88b04ad12f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 1ae9f80dbd,WD4ELG-20 046eee5901,WD4ELG-30 eeab623f4b,WD4ELG-40 1496b3035a,WD4ELG-80 57a285f6b1,WD4ELG-160 6c846a140a,W4HBK1 0deeb58c7e,W4HBK2 4c8251e969,WA5DJJ-10m a5e8671525,WA5DJJ-12m a3d8318e23,WA5DJJ-15m 62bfe9b63a,WA5DJJ-17m 11507e7aa0,WA5DJJ-20m d86b685886,WA5DJJ-30m d002f8f11b,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 19cec91396,ZL2IK2 5522b9cdc3
1809260022,7L1RLL edddf06f25,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC ec55da3839,DL4DTL 60019aa332,EA8BVP1 9907e4d0fb,EA8BVP2 6286bfee04,F6BAZ 3f4737b88f,G0MQW1 2b8995f503,G0MQW2 1ffe01117b,G0MQW3 6a1edc2691,G3VYZ1 d925b81f83,G3VYZ2 9dc8f75c54,G3VYZ3 fb7f0ede41,G3YXM-600m c4c85f0254,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 97ad51c57f,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L c88d33ca30,LA5GOA 020d5c4ca3,N2NXZ 898a344b66,OK1FCX 1537f6a97c,ON4CDJ a0f4a88ee7,PA2OHH-30m 10db503170,PA2OHH-40m 9e60132647,S52AS 3ab0081b83,SA6BSS1 42f435d245,SA6BSS2 dac181fdb6,SA6BSS3 13876c26e0,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 6818fde10d,VK3EDW 4809c8a96f,VK2DDI 895372d28b,VE7IGH 63c7745cc5,WD4AH 31c42a8cc3,WD4ELG-20 c5a91466ea,WD4ELG-30 ad1af7b700,WD4ELG-40 76fb9058f1,WD4ELG-80 436967ffdf,WD4ELG-160 03599b37ac,W4HBK1 06b146c46b,W4HBK2 4c8251e969,WA5DJJ-10m a3e26ceb19,WA5DJJ-12m c276a55415,WA5DJJ-15m c005ac94c6,WA5DJJ-17m 92d63bd6d2,WA5DJJ-20m 9173c4524f,WA5DJJ-30m 2c3d00a6d8,WA5DJJ-40m ab0c867221,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 53f5f523f0,WA5DJJ-160m d7110e19cc,WA5DJJ-630m 9dff212c61,ZL2IK1 38f7a34605,ZL2IK2 5522b9cdc3
1809261312,7L1RLL 9a6e2bdbb7,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC a6de294e98,DL4DTL da9174c73c,EA8BVP1 edb2ac7575,EA8BVP2 c46a8dd751,F6BAZ 3f4737b88f,G0MQW1 9f85305949,G0MQW2 d72997bba2,G0MQW3 6a1edc2691,G3VYZ1 2912663b54,G3VYZ2 5a4e593427,G3VYZ3 7ba3e076be,G3YXM-600m ab37583f4e,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 37514a699b,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L bbb0e18662,LA5GOA 98632b9f88,N2NXZ 5a103f056b,N8NJ f2d1e75b4d,OK1FCX 7cb2b6e8ef,ON4CDJ 021119f45a,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC e279bdc2b0,VK3EDW a60b639144,VK2DDI 895372d28b,VE7IGH 36a8c77824,WD4AH b2ac8cf2aa,WD4ELG-20 9d727684c7,WD4ELG-30 b896cd1c05,WD4ELG-40 03d9696442,WD4ELG-80 259a3c0214,WD4ELG-160 c0fc47e67d,W4HBK1 3c057e1dfd,W4HBK2 7d254caabb,WA5DJJ-10m 73a3d64fc9,WA5DJJ-12m 4bb93eabdc,WA5DJJ-15m 056fb1e066,WA5DJJ-17m fa67264f74,WA5DJJ-20m 93812989fc,WA5DJJ-30m 4a4fd94afc,WA5DJJ-40m cb3cad5a4c,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 7368a4e029,WA5DJJ-160m c9937113cb,WA5DJJ-630m 38b5533cb8,ZL2IK1 5d2849081a,ZL2IK2 e426d20b84
1809261322,7L1RLL 73d18dd52f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 48294e390d,DL4DTL b4d67f1c87,EA8BVP1 0160d27e44,EA8BVP2 c46a8dd751,F6BAZ 3f4737b88f,G0MQW1 1abe6c1790,G0MQW2 93a41d92d7,G0MQW3 6a1edc2691,G3VYZ1 68b1f262ef,G3VYZ2 7d1f822cec,G3VYZ3 4da1c9d65d,G3YXM-600m b149cb167d,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF a48b819496,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 2b234f72bb,LA5GOA 14bacd50fd,N2NXZ 00059588cc,N8NJ 77aed14180,OK1FCX f7ee92fad5,ON4CDJ 7c18b30c47,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 49c410e3e3,VK3EDW 895b6cedd9,VK2DDI 895372d28b,VE7IGH cd5d7dad51,WD4AH 8534bc224f,WD4ELG-20 e5196f0e6f,WD4ELG-30 2b1f314c8f,WD4ELG-40 da0b38ab11,WD4ELG-80 259a3c0214,WD4ELG-160 54afaa338a,W4HBK1 4b693852f6,W4HBK2 7d254caabb,WA5DJJ-10m fb08d35dad,WA5DJJ-12m 190ea1e275,WA5DJJ-15m 6dd65abb61,WA5DJJ-17m 1b537dff1a,WA5DJJ-20m 76d15569bc,WA5DJJ-30m 4c72ecda53,WA5DJJ-40m cb3cad5a4c,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 7368a4e029,WA5DJJ-160m c9937113cb,WA5DJJ-630m 38b5533cb8,ZL2IK1 80e102be35,ZL2IK2 e426d20b84
1809261332,7L1RLL 9b84556f85,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 189bd585ca,DL4DTL d0c70be1de,EA8BVP1 f0654d0ead,EA8BVP2 3f9031ccde,F6BAZ 3f4737b88f,G0MQW1 a6357e2afa,G0MQW2 d57a97aab3,G0MQW3 6a1edc2691,G3VYZ1 939f86830e,G3VYZ2 01d41fcf5d,G3VYZ3 aad3caf216,G3YXM-600m 53fc6d6f70,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 045165d063,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L c6ff37c397,LA5GOA 14bacd50fd,N2NXZ 416fee7416,N8NJ d8f473e520,OK1FCX 8a58c98148,ON4CDJ 7c18b30c47,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC d41d8cd98f,VK3EDW 7d8b38e8c3,VK2DDI d41d8cd98f,VE7IGH cd5d7dad51,WD4AH 76e893396b,WD4ELG-20 e5196f0e6f,WD4ELG-30 5ed91bbdcc,WD4ELG-40 53beaf118d,WD4ELG-80 259a3c0214,WD4ELG-160 3539c3d538,W4HBK1 3d7813b924,W4HBK2 db71677f27,WA5DJJ-10m fb08d35dad,WA5DJJ-12m 190ea1e275,WA5DJJ-15m 6dd65abb61,WA5DJJ-17m 1b537dff1a,WA5DJJ-20m 76d15569bc,WA5DJJ-30m 4c72ecda53,WA5DJJ-40m ef14ee313e,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m e96bba8ec3,WA5DJJ-160m 6eb6b3e29d,WA5DJJ-630m b5619bbf5c,ZL2IK1 9c4f222061,ZL2IK2 ea47c0de63
1809261342,7L1RLL 94cb632cc0,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 087707e9ce,DL4DTL 276a3e212d,EA8BVP1 eed3ad230b,EA8BVP2 3f9031ccde,F6BAZ 3f4737b88f,G0MQW1 830e8805c1,G0MQW2 d57a97aab3,G0MQW3 6a1edc2691,G3VYZ1 01cff69540,G3VYZ2 2f9ddc9973,G3VYZ3 ee4836ba6b,G3YXM-600m 7eb903c695,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 27a90fc7e2,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 64cfbcf1b9,LA5GOA 5761c1c69c,N2NXZ 4f0619dacd,N8NJ 7d4d5af7c3,OK1FCX eb58fbcce1,ON4CDJ cd08bffd97,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 69c4d79aad,VK3EDW ed28a14cf8,VK2DDI 895372d28b,VE7IGH cd5d7dad51,WD4AH 9d591b416c,WD4ELG-20 bfdb0c1097,WD4ELG-30 20aad2e079,WD4ELG-40 5d47baf385,WD4ELG-80 259a3c0214,WD4ELG-160 b6506583e7,W4HBK1 d41d8cd98f,W4HBK2 db71677f27,WA5DJJ-10m 0a339de86a,WA5DJJ-12m c5c23badd8,WA5DJJ-15m f26fd1bc04,WA5DJJ-17m 45a7f2279b,WA5DJJ-20m 1a5cd6f441,WA5DJJ-30m e54194cbd7,WA5DJJ-40m ef14ee313e,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m e96bba8ec3,WA5DJJ-160m 6eb6b3e29d,WA5DJJ-630m b5619bbf5c,ZL2IK1 61a3e35d83,ZL2IK2 ea47c0de63
1809261352,7L1RLL e6b9b768c9,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 4427824399,DL4DTL 76a84791cf,EA8BVP1 6888a4d40b,EA8BVP2 3f9031ccde,F6BAZ 3f4737b88f,G0MQW1 682ce07563,G0MQW2 23a4badf6d,G0MQW3 6a1edc2691,G3VYZ1 93635e5fc6,G3VYZ2 3a26bad91d,G3VYZ3 770444fbd1,G3YXM-600m 8d18fe7a8f,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 050aa6e778,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 7d7d3e85c2,LA5GOA 5761c1c69c,N2NXZ 009e96abf9,N8NJ 7dd6ed5ca1,OK1FCX 214761d8bc,ON4CDJ cd08bffd97,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 51c9124eb0,VK3EDW f8905ee2ae,VK2DDI 895372d28b,VE7IGH cd5d7dad51,WD4AH 0d0365eac6,WD4ELG-20 cbf4aecf34,WD4ELG-30 0381ba70bc,WD4ELG-40 b747d40863,WD4ELG-80 259a3c0214,WD4ELG-160 deaacb637a,W4HBK1 f15919ede3,W4HBK2 db71677f27,WA5DJJ-10m 0a339de86a,WA5DJJ-12m c5c23badd8,WA5DJJ-15m f26fd1bc04,WA5DJJ-17m 45a7f2279b,WA5DJJ-20m 1a5cd6f441,WA5DJJ-30m e54194cbd7,WA5DJJ-40m e6b1df83c9,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 21e282eb09,WA5DJJ-160m 6e4a26c107,WA5DJJ-630m 9fda56a0ee,ZL2IK1 a3269dcd80,ZL2IK2 ea47c0de63
1809261402,7L1RLL d41d8cd98f,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC da7aaf7dce,DL4DTL 6a756e2f70,EA8BVP1 2b3205436e,EA8BVP2 9490d00afd,F6BAZ 3f4737b88f,G0MQW1 782e327913,G0MQW2 6db9bd4b91,G0MQW3 6a1edc2691,G3VYZ1 656abd7576,G3VYZ2 d09f06a23e,G3VYZ3 eb624230dd,G3YXM-600m 5b9e9927fd,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 45472d85f1,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 961b8d5c14,LA5GOA 4ba656156d,N2NXZ 70cdcc0b29,N8NJ d7a73104d7,OK1FCX bca8cb98d4,ON4CDJ e6ea91ff36,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC a3476b5fdd,VK3EDW 1f62c18279,VK2DDI 895372d28b,VE7IGH cd5d7dad51,WD4AH 096191eab9,WD4ELG-20 83b1546e14,WD4ELG-30 865cd6abeb,WD4ELG-40 54f1a52278,WD4ELG-80 259a3c0214,WD4ELG-160 14b12f2a75,W4HBK1 9459152c3e,W4HBK2 434866909f,WA5DJJ-10m 0c4e735d5b,WA5DJJ-12m 95262d6147,WA5DJJ-15m 5d087df213,WA5DJJ-17m c019cf3eb2,WA5DJJ-20m d569753d99,WA5DJJ-30m 1617fb5f20,WA5DJJ-40m e6b1df83c9,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 21e282eb09,WA5DJJ-160m 6e4a26c107,WA5DJJ-630m 9fda56a0ee,ZL2IK1 4b180054ae,ZL2IK2 5ba3e6066f
1809261412,7L1RLL 6bc896abf3,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 0941339993,DL4DTL 0cdc368bde,EA8BVP1 23498b517b,EA8BVP2 9490d00afd,F6BAZ 3f4737b88f,G0MQW1 71541bfa66,G0MQW2 54312fd01f,G0MQW3 6a1edc2691,G3VYZ1 488fd97362,G3VYZ2 b3f1476ed1,G3VYZ3 90e54c6271,G3YXM-600m 277a3069e7,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF a23846745f,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L e1b1a34755,LA5GOA 4ba656156d,N2NXZ c359401dc2,N8NJ d7a73104d7,OK1FCX a912211d11,ON4CDJ e6ea91ff36,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 9707094442,VK3EDW 76a410a6f7,VK2DDI 895372d28b,VE7IGH cd5d7dad51,WD4AH ad75625033,WD4ELG-20 520d26e110,WD4ELG-30 39b983889b,WD4ELG-40 36dfb1080a,WD4ELG-80 259a3c0214,WD4ELG-160 f33a7f3291,W4HBK1 42bfa8b78c,W4HBK2 434866909f,WA5DJJ-10m 0c4e735d5b,WA5DJJ-12m 95262d6147,WA5DJJ-15m 5d087df213,WA5DJJ-17m c019cf3eb2,WA5DJJ-20m d569753d99,WA5DJJ-30m 1617fb5f20,WA5DJJ-40m dd31d86aff,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 23af13f353,WA5DJJ-160m c5de2ab5b8,WA5DJJ-630m cab901c482,ZL2IK1 90b1bd7f2b,ZL2IK2 5ba3e6066f
1809261422,7L1RLL 27938afed3,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 129b123622,DL4DTL 16e02458af,EA8BVP1 d85d738a78,EA8BVP2 9490d00afd,F6BAZ 3f4737b88f,G0MQW1 e586293d49,G0MQW2 1d6f57458f,G0MQW3 6a1edc2691,G3VYZ1 a50b90beb5,G3VYZ2 8d67af4f50,G3VYZ3 1fde754e79,G3YXM-600m 936e71c2f2,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF c7956ec376,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 28cf5c0761,LA5GOA 16e1d67c8a,N2NXZ 1c6341fcb8,N8NJ d7a73104d7,OK1FCX 8d547aeb6f,ON4CDJ 1488c33470,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 27d5df7bae,VK3EDW 70d80b59ed,VK2DDI 895372d28b,VE7IGH cd5d7dad51,WD4AH 441bc4f448,WD4ELG-20 b7fcacc20e,WD4ELG-30 bd86124d5c,WD4ELG-40 19fda7bf47,WD4ELG-80 259a3c0214,WD4ELG-160 5bb4092999,W4HBK1 f24aed4dc0,W4HBK2 434866909f,WA5DJJ-10m 72f9d0883e,WA5DJJ-12m 3d1084291c,WA5DJJ-15m 7c45ff4496,WA5DJJ-17m 519219ebc0,WA5DJJ-20m 18b7efcc4f,WA5DJJ-30m 70c247a1b7,WA5DJJ-40m dd31d86aff,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 23af13f353,WA5DJJ-160m c5de2ab5b8,WA5DJJ-630m cab901c482,ZL2IK1 3a29b3a70a,ZL2IK2 5ba3e6066f
1809261432,7L1RLL 3d77bd2f08,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 1ffc7ddd01,DL4DTL e1133a8585,EA8BVP1 d1e5d360c3,EA8BVP2 218649a513,F6BAZ 3f4737b88f,G0MQW1 cf7607b511,G0MQW2 1d6f57458f,G0MQW3 6a1edc2691,G3VYZ1 f284728bb5,G3VYZ2 bd60148a51,G3VYZ3 c6bdcec17c,G3YXM-600m 1fbc530961,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF c2012e4ec7,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L d12a707448,LA5GOA 16e1d67c8a,N2NXZ fbe6ac938c,N8NJ 7ad42078cf,OK1FCX d6008669f2,ON4CDJ 1488c33470,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 26ac0013a7,VK3EDW 47997f030d,VK2DDI 895372d28b,VE7IGH e2dd418136,WD4AH 752734b805,WD4ELG-20 ba7ac29a86,WD4ELG-30 ff8905d095,WD4ELG-40 4db01e06d7,WD4ELG-80 259a3c0214,WD4ELG-160 7abf801b40,W4HBK1 3bd041e302,W4HBK2 5829991f1b,WA5DJJ-10m 72f9d0883e,WA5DJJ-12m 3d1084291c,WA5DJJ-15m 7c45ff4496,WA5DJJ-17m 519219ebc0,WA5DJJ-20m 18b7efcc4f,WA5DJJ-30m 70c247a1b7,WA5DJJ-40m 8287a97eac,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 1cbc158953,WA5DJJ-160m 8f198047a8,WA5DJJ-630m 391e60c621,ZL2IK1 06b036a233,ZL2IK2 8d71dc8501
1809261442,7L1RLL afc8060752,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP bfcd28fe6b,DK7FC 7ae0671837,DL4DTL 6f373355a4,EA8BVP1 2ccdec3a61,EA8BVP2 218649a513,F6BAZ 3f4737b88f,G0MQW1 44198df65e,G0MQW2 1c5fc74862,G0MQW3 6a1edc2691,G3VYZ1 23ae1cda7f,G3VYZ2 f592eddf1d,G3VYZ3 9685f8de29,G3YXM-600m 798965a291,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF c4581263f1,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L cb9e479d7d,LA5GOA 2a1a9d7424,N2NXZ ad9bf3576f,N8NJ 928f14be18,OK1FCX bbecb2a957,ON4CDJ 7d20ad1b52,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC e28e3ea208,VK3EDW 6ab6d74be6,VK2DDI 895372d28b,VE7IGH e2dd418136,WD4AH e3b6c1e3ef,WD4ELG-20 6a83916dea,WD4ELG-30 76379e4d46,WD4ELG-40 434b4a33d4,WD4ELG-80 259a3c0214,WD4ELG-160 c1adb9c11e,W4HBK1 4f3321b694,W4HBK2 5829991f1b,WA5DJJ-10m 6face353d5,WA5DJJ-12m e4c2fe0ae2,WA5DJJ-15m ba8d690cd1,WA5DJJ-17m 7d6540a27c,WA5DJJ-20m 0ce5a2d3a7,WA5DJJ-30m fa7bb0f0f1,WA5DJJ-40m 8287a97eac,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 1cbc158953,WA5DJJ-160m 8f198047a8,WA5DJJ-630m 391e60c621,ZL2IK1 22e62b6d08,ZL2IK2 8d71dc8501
1809261452,7L1RLL 3b0146e5d2,AA7US 423509cfdc,CT2IWW 72e7374cdf,DF2JP d41d8cd98f,DK7FC 0b0e79a037,DL4DTL 6c7e1f5711,EA8BVP1 e5bcf0d47d,EA8BVP2 218649a513,F6BAZ 3f4737b88f,G0MQW1 13c328c582,G0MQW2 7ff78ec1ba,G0MQW3 6a1edc2691,G3VYZ1 78963ee623,G3VYZ2 9a5ffbf908,G3VYZ3 79e4052668,G3YXM-600m 4064753a26,G3ZJO db050902af,G4IOG-1 f839cc3e4e,G4IOG-2 fa66de9be5,G4JVF 276a790a13,G6AVK 174c3d9af3,G6NHU 4ed74f7368,GJ7RWT 2832917c86,KL7L 1b950a2ae9,LA5GOA 2a1a9d7424,N2NXZ 890ed5448e,N8NJ 058c114450,OK1FCX f42e0d6f42,ON4CDJ 7d20ad1b52,PA2OHH-30m 10db503170,PA2OHH-40m 8833031b00,S52AS 9d70b5b7f5,SA6BSS1 933e796f41,SA6BSS2 4edcd5f844,SA6BSS3 feec230d6c,VA3ROM d41d8cd98f,VE1VDM fe7f63420a,VE3GTC 9c20a82061,VK3EDW 9546a7119e,VK2DDI 895372d28b,VE7IGH e2dd418136,WD4AH a68790f2ef,WD4ELG-20 af33612a7c,WD4ELG-30 df1fe06056,WD4ELG-40 5018aab77f,WD4ELG-80 259a3c0214,WD4ELG-160 353b462109,W4HBK1 2dddeb8de2,W4HBK2 5829991f1b,WA5DJJ-10m 6face353d5,WA5DJJ-12m e4c2fe0ae2,WA5DJJ-15m ba8d690cd1,WA5DJJ-17m 7d6540a27c,WA5DJJ-20m 0ce5a2d3a7,WA5DJJ-30m fa7bb0f0f1,WA5DJJ-40m 690e13e4fc,WA5DJJ-60m 2514b4e07e,WA5DJJ-80m 70aa4b33ff,WA5DJJ-160m b4c6cf627c,WA5DJJ-630m f79f8051b2,ZL2IK1 c2630e4380,ZL2IK2 8d71dc8501
